BIN_FCSKU_DATA,EXPECTED_QUANTITY,filename,asin
"{'0756628652': {'asin': '0756628652', 'height': {'unit': 'IN', 'value': 0.99999999898}, 'length': {'unit': 'IN', 'value': 11.899999987862}, 'name': 'The Human Body Book (Book & DVD)', 'normalizedName': 'The Human Body Book (Book & DVD)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 3.65}, 'width': {'unit': 'IN', 'value': 10.199999989596}}, 'B00HM2KVPS': {'asin': 'B00HM2KVPS', 'height': {'unit': 'IN', 'value': 7.99999999184}, 'length': {'unit': 'IN', 'value': 11.749999988015}, 'name': 'Legacy HFZG575YW Flexzilla 5/8"" x 75\' Hybrid Garden Hose with 3/4"" GHT Ends (Drinking Water Safe)', 'normalizedName': 'Legacy HFZG575YW Flexzilla 5/8"" x 75\' Hybrid Garden Hose with 3/4"" GHT Ends (Drinking Water Safe)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 11.35}, 'width': {'unit': 'IN', 'value': 11.749999988015}}, 'B01D2OY3ZI': {'asin': 'B01D2OY3ZI', 'height': {'unit': 'IN', 'value': 5.299999994594}, 'length': {'unit': 'IN', 'value': 17.399999982252}, 'name': 'kate spade new york Cedar Street Daisy Mini Harmony Tote Bag, Multi, One Size', 'normalizedName': 'kate spade new york Cedar Street Daisy Mini Harmony Tote Bag, Multi, One Size', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 1.8999999984066773}, 'width': {'unit': 'IN', 'value': 13.599999986128}}}",4,00165.jpg,0756628652
"{'0756628652': {'asin': '0756628652', 'height': {'unit': 'IN', 'value': 0.99999999898}, 'length': {'unit': 'IN', 'value': 11.899999987862}, 'name': 'The Human Body Book (Book & DVD)', 'normalizedName': 'The Human Body Book (Book & DVD)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 3.65}, 'width': {'unit': 'IN', 'value': 10.199999989596}}, 'B01D2OY3ZI': {'asin': 'B01D2OY3ZI', 'height': {'unit': 'IN', 'value': 5.299999994594}, 'length': {'unit': 'IN', 'value': 17.399999982252}, 'name': 'kate spade new york Cedar Street Daisy Mini Harmony Tote Bag, Multi, One Size', 'normalizedName': 'kate spade new york Cedar Street Daisy Mini Harmony Tote Bag, Multi, One Size', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 1.8999999984066773}, 'width': {'unit': 'IN', 'value': 13.599999986128}}}",3,00166.jpg,0756628652
"{'B006MQLEGK': {'asin': 'B006MQLEGK', 'height': {'unit': 'IN', 'value': 3.599999996328}, 'length': {'unit': 'IN', 'value': 9.099999990718}, 'name': '4 Winds Herbal Blend', 'normalizedName': '4 Winds Herbal Blend', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 1.07}, 'width': {'unit': 'IN', 'value': 7.599999992248}}, 'B00HD4HPEA': {'asin': 'B00HD4HPEA', 'height': {'unit': 'IN', 'value': 1.3385826758}, 'length': {'unit': 'IN', 'value': 9.842519675}, 'name': 'Griffin Clear/Blue Survivor All-Terrain Case + Standfor iPad Air - Military-Duty Case', 'normalizedName': 'Griffin Clear/Blue Survivor All-Terrain Case + Standfor iPad Air - Military-Duty Case', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.9259320498151443}, 'width': {'unit': 'IN', 'value': 7.7165354252}}, 'B00TID8JOE': {'asin': 'B00TID8JOE', 'height': {'unit': 'IN', 'value': 1.8897637776}, 'length': {'unit': 'IN', 'value': 14.173228332}, 'name': 'Fisher-Price Thomas the Train TrackMaster Motorized Ryan Engine\xa0', 'normalizedName': 'Fisher-Price Thomas the Train TrackMaster Motorized Ryan Engine\xa0', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.485012026093647}, 'width': {'unit': 'IN', 'value': 3.6220472404}}}",7,00281.jpg,B006MQLEGK
"{'B006MQLEGK': {'asin': 'B006MQLEGK', 'height': {'unit': 'IN', 'value': 3.599999996328}, 'length': {'unit': 'IN', 'value': 9.099999990718}, 'name': '4 Winds Herbal Blend', 'normalizedName': '4 Winds Herbal Blend', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 1.07}, 'width': {'unit': 'IN', 'value': 7.599999992248}}, 'B00HD4HPEA': {'asin': 'B00HD4HPEA', 'height': {'unit': 'IN', 'value': 1.3385826758}, 'length': {'unit': 'IN', 'value': 9.842519675}, 'name': 'Griffin Clear/Blue Survivor All-Terrain Case + Standfor iPad Air - Military-Duty Case', 'normalizedName': 'Griffin Clear/Blue Survivor All-Terrain Case + Standfor iPad Air - Military-Duty Case', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.9259320498151443}, 'width': {'unit': 'IN', 'value': 7.7165354252}}, 'B00TID8JOE': {'asin': 'B00TID8JOE', 'height': {'unit': 'IN', 'value': 1.8897637776}, 'length': {'unit': 'IN', 'value': 14.173228332}, 'name': 'Fisher-Price Thomas the Train TrackMaster Motorized Ryan Engine\xa0', 'normalizedName': 'Fisher-Price Thomas the Train TrackMaster Motorized Ryan Engine\xa0', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.485012026093647}, 'width': {'unit': 'IN', 'value': 3.6220472404}}}",6,00282.jpg,B006MQLEGK
"{'B006MQLEGK': {'asin': 'B006MQLEGK', 'height': {'unit': 'IN', 'value': 3.599999996328}, 'length': {'unit': 'IN', 'value': 9.099999990718}, 'name': '4 Winds Herbal Blend', 'normalizedName': '4 Winds Herbal Blend', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 1.07}, 'width': {'unit': 'IN', 'value': 7.599999992248}}, 'B00HD4HPEA': {'asin': 'B00HD4HPEA', 'height': {'unit': 'IN', 'value': 1.3385826758}, 'length': {'unit': 'IN', 'value': 9.842519675}, 'name': 'Griffin Clear/Blue Survivor All-Terrain Case + Standfor iPad Air - Military-Duty Case', 'normalizedName': 'Griffin Clear/Blue Survivor All-Terrain Case + Standfor iPad Air - Military-Duty Case', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.9259320498151443}, 'width': {'unit': 'IN', 'value': 7.7165354252}}, 'B00TID8JOE': {'asin': 'B00TID8JOE', 'height': {'unit': 'IN', 'value': 1.8897637776}, 'length': {'unit': 'IN', 'value': 14.173228332}, 'name': 'Fisher-Price Thomas the Train TrackMaster Motorized Ryan Engine\xa0', 'normalizedName': 'Fisher-Price Thomas the Train TrackMaster Motorized Ryan Engine\xa0', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.485012026093647}, 'width': {'unit': 'IN', 'value': 3.6220472404}}}",5,00283.jpg,B006MQLEGK
"{'B000KI8HKC': {'asin': 'B000KI8HKC', 'height': {'unit': 'IN', 'value': 3.49999999643}, 'length': {'unit': 'IN', 'value': 16.99999998266}, 'name': '3M Adjustable CPU Stand (CS100MB)', 'normalizedName': '3M Adjustable CPU Stand (CS100MB)', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 2.14999999819703}, 'width': {'unit': 'IN', 'value': 4.899999995002001}}, 'B002GALZCY': {'asin': 'B002GALZCY', 'height': {'unit': 'IN', 'value': 3.399999996532}, 'length': {'unit': 'IN', 'value': 14.9999999847}, 'name': 'Royal & Langnickel Acrylic Easel Art Set with Easy to Store Bag', 'normalizedName': 'Royal & Langnickel Acrylic Easel Art Set with Easy to Store Bag', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.6}, 'width': {'unit': 'IN', 'value': 11.199999988575998}}, 'B002JI3L84': {'asin': 'B002JI3L84', 'height': {'unit': 'IN', 'value': 2.1999999977560005}, 'length': {'unit': 'IN', 'value': 10.49999998929}, 'name': 'Water Sentinel WSW-2 Replacement Fridge Filter, 2 PACK', 'normalizedName': 'Water Sentinel WSW-2 Replacement Fridge Filter, 2 PACK', 'quantity': 4, 'weight': {'unit': 'pounds', 'value': 1.1469166432021063}, 'width': {'unit': 'IN', 'value': 4.299999995614}}}",7,00303.jpg,B000KI8HKC
"{'B000KI8HKC': {'asin': 'B000KI8HKC', 'height': {'unit': 'IN', 'value': 3.49999999643}, 'length': {'unit': 'IN', 'value': 16.99999998266}, 'name': '3M Adjustable CPU Stand (CS100MB)', 'normalizedName': '3M Adjustable CPU Stand (CS100MB)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.14999999819703}, 'width': {'unit': 'IN', 'value': 4.899999995002001}}, 'B002GALZCY': {'asin': 'B002GALZCY', 'height': {'unit': 'IN', 'value': 3.399999996532}, 'length': {'unit': 'IN', 'value': 14.9999999847}, 'name': 'Royal & Langnickel Acrylic Easel Art Set with Easy to Store Bag', 'normalizedName': 'Royal & Langnickel Acrylic Easel Art Set with Easy to Store Bag', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.6}, 'width': {'unit': 'IN', 'value': 11.199999988575998}}, 'B002JI3L84': {'asin': 'B002JI3L84', 'height': {'unit': 'IN', 'value': 2.1999999977560005}, 'length': {'unit': 'IN', 'value': 10.49999998929}, 'name': 'Water Sentinel WSW-2 Replacement Fridge Filter, 2 PACK', 'normalizedName': 'Water Sentinel WSW-2 Replacement Fridge Filter, 2 PACK', 'quantity': 4, 'weight': {'unit': 'pounds', 'value': 1.1469166432021063}, 'width': {'unit': 'IN', 'value': 4.299999995614}}}",6,00304.jpg,B000KI8HKC
"{'B000KI8HKC': {'asin': 'B000KI8HKC', 'height': {'unit': 'IN', 'value': 3.49999999643}, 'length': {'unit': 'IN', 'value': 16.99999998266}, 'name': '3M Adjustable CPU Stand (CS100MB)', 'normalizedName': '3M Adjustable CPU Stand (CS100MB)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.14999999819703}, 'width': {'unit': 'IN', 'value': 4.899999995002001}}, 'B001CUBR9U': {'asin': 'B001CUBR9U', 'height': {'unit': 'IN', 'value': 1.49999999847}, 'length': {'unit': 'IN', 'value': 13.199999986536}, 'name': 'Saunders WorkMate II Plastic Storage Clipboard,  Letter Size 8.5 x 12 Inch, Black with Gray Hinges (00552)', 'normalizedName': 'Saunders WorkMate II Plastic Storage Clipboard,  Letter Size 8.5 x 12 Inch, Black with Gray Hinges (00552)', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 1.85}, 'width': {'unit': 'IN', 'value': 10.699999989086}}, 'B002GALZCY': {'asin': 'B002GALZCY', 'height': {'unit': 'IN', 'value': 3.399999996532}, 'length': {'unit': 'IN', 'value': 14.9999999847}, 'name': 'Royal & Langnickel Acrylic Easel Art Set with Easy to Store Bag', 'normalizedName': 'Royal & Langnickel Acrylic Easel Art Set with Easy to Store Bag', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.6}, 'width': {'unit': 'IN', 'value': 11.199999988575998}}, 'B002JI3L84': {'asin': 'B002JI3L84', 'height': {'unit': 'IN', 'value': 2.1999999977560005}, 'length': {'unit': 'IN', 'value': 10.49999998929}, 'name': 'Water Sentinel WSW-2 Replacement Fridge Filter, 2 PACK', 'normalizedName': 'Water Sentinel WSW-2 Replacement Fridge Filter, 2 PACK', 'quantity': 4, 'weight': {'unit': 'pounds', 'value': 1.1469166432021063}, 'width': {'unit': 'IN', 'value': 4.299999995614}}}",8,00305.jpg,B000KI8HKC
"{'B005IZ53CW': {'asin': 'B005IZ53CW', 'height': {'unit': 'IN', 'value': 0.199999999796}, 'length': {'unit': 'IN', 'value': 17.799999981844}, 'name': 'Tillamook Hook R1824 18-Inch S-Hook Extension', 'normalizedName': 'Tillamook Hook R1824 18-Inch S-Hook Extension', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.35}, 'width': {'unit': 'IN', 'value': 2.599999997348}}, 'B0084JMCF0': {'asin': 'B0084JMCF0', 'height': {'unit': 'IN', 'value': 5.9842519624}, 'length': {'unit': 'IN', 'value': 14.3307086468}, 'name': 'Brother TN750 High Yield Toner Cartridge', 'normalizedName': 'Brother TN750 High Yield Toner Cartridge', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 2.1605081162353366}, 'width': {'unit': 'IN', 'value': 8.1889763696}}, 'B00IP27DFA': {'asin': 'B00IP27DFA', 'height': {'unit': 'IN', 'value': 3.599999996328}, 'length': {'unit': 'IN', 'value': 15.49999998419}, 'name': 'BLACK+DECKER BDCR20B 20V MAX  Lithium Reciprocating Saw - Battery and Charger Not Included', 'normalizedName': 'BLACK+DECKER BDCR20B 20V MAX  Lithium Reciprocating Saw - Battery and Charger Not Included', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.05}, 'width': {'unit': 'IN', 'value': 7.099999992758}}}",4,00340.jpg,B005IZ53CW
"{'B005IZ53CW': {'asin': 'B005IZ53CW', 'height': {'unit': 'IN', 'value': 0.199999999796}, 'length': {'unit': 'IN', 'value': 17.799999981844}, 'name': 'Tillamook Hook R1824 18-Inch S-Hook Extension', 'normalizedName': 'Tillamook Hook R1824 18-Inch S-Hook Extension', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.35}, 'width': {'unit': 'IN', 'value': 2.599999997348}}, 'B0084JMCF0': {'asin': 'B0084JMCF0', 'height': {'unit': 'IN', 'value': 5.9842519624}, 'length': {'unit': 'IN', 'value': 14.3307086468}, 'name': 'Brother TN750 High Yield Toner Cartridge', 'normalizedName': 'Brother TN750 High Yield Toner Cartridge', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.1605081162353366}, 'width': {'unit': 'IN', 'value': 8.1889763696}}, 'B00IP27DFA': {'asin': 'B00IP27DFA', 'height': {'unit': 'IN', 'value': 3.599999996328}, 'length': {'unit': 'IN', 'value': 15.49999998419}, 'name': 'BLACK+DECKER BDCR20B 20V MAX  Lithium Reciprocating Saw - Battery and Charger Not Included', 'normalizedName': 'BLACK+DECKER BDCR20B 20V MAX  Lithium Reciprocating Saw - Battery and Charger Not Included', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.05}, 'width': {'unit': 'IN', 'value': 7.099999992758}}}",3,00341.jpg,B005IZ53CW
"{'B005IZ53CW': {'asin': 'B005IZ53CW', 'height': {'unit': 'IN', 'value': 0.199999999796}, 'length': {'unit': 'IN', 'value': 17.799999981844}, 'name': 'Tillamook Hook R1824 18-Inch S-Hook Extension', 'normalizedName': 'Tillamook Hook R1824 18-Inch S-Hook Extension', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.35}, 'width': {'unit': 'IN', 'value': 2.599999997348}}, 'B01746BWTK': {'asin': 'B01746BWTK', 'height': {'unit': 'IN', 'value': 5.599999994287999}, 'length': {'unit': 'IN', 'value': 16.599999983068}, 'name': 'KOVOT Condiment Tray With Ice Chamber (4 Section)', 'normalizedName': 'KOVOT Condiment Tray With Ice Chamber (4 Section)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.6999999977358056}, 'width': {'unit': 'IN', 'value': 6.699999993166}}}",2,00342.jpg,B005IZ53CW
"{'B013UJS35G': {'asin': 'B013UJS35G', 'height': {'unit': 'IN', 'value': 7.099999992758}, 'length': {'unit': 'IN', 'value': 14.49999998521}, 'name': 'TaoTronics TT-AH002 30W Ultrasonic Humidifier with Cool Mist, Classic Dial Knob Control, 3.5L Large Capacity, Two 360 degree Rotatable Outlets', 'normalizedName': 'TaoTronics TT-AH002 30W Ultrasonic Humidifier with Cool Mist, Classic Dial Knob Control, 3.5L Large Capacity, Two 360 degree Rotatable Outlets', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.19999999647792}, 'width': {'unit': 'IN', 'value': 10.199999989596}}, 'B01BFKXGQS': {'asin': 'B01BFKXGQS', 'height': {'unit': 'IN', 'value': 0.299999999694}, 'length': {'unit': 'IN', 'value': 10.799999988984}, 'name': 'AT-A-GLANCE Academic Year Weekly / Monthly Planner / Appointment Book, July  2016 - June 2017, 8-1/2""x11"", Color Selected For You May Vary (895-905A)', 'normalizedName': 'AT-A-GLANCE Academic Year Weekly / Monthly Planner / Appointment Book, July  2016 - June 2017, 8-1/2""x11"", Color Selected For You May Vary (895-905A)', 'quantity': 7, 'weight': {'unit': 'pounds', 'value': 1.0999999990775504}, 'width': {'unit': 'IN', 'value': 8.699999991126}}}",8,00345.jpg,B013UJS35G
"{'B013UJS35G': {'asin': 'B013UJS35G', 'height': {'unit': 'IN', 'value': 7.099999992758}, 'length': {'unit': 'IN', 'value': 14.49999998521}, 'name': 'TaoTronics TT-AH002 30W Ultrasonic Humidifier with Cool Mist, Classic Dial Knob Control, 3.5L Large Capacity, Two 360 degree Rotatable Outlets', 'normalizedName': 'TaoTronics TT-AH002 30W Ultrasonic Humidifier with Cool Mist, Classic Dial Knob Control, 3.5L Large Capacity, Two 360 degree Rotatable Outlets', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.19999999647792}, 'width': {'unit': 'IN', 'value': 10.199999989596}}, 'B01BFKXGQS': {'asin': 'B01BFKXGQS', 'height': {'unit': 'IN', 'value': 0.299999999694}, 'length': {'unit': 'IN', 'value': 10.799999988984}, 'name': 'AT-A-GLANCE Academic Year Weekly / Monthly Planner / Appointment Book, July  2016 - June 2017, 8-1/2""x11"", Color Selected For You May Vary (895-905A)', 'normalizedName': 'AT-A-GLANCE Academic Year Weekly / Monthly Planner / Appointment Book, July  2016 - June 2017, 8-1/2""x11"", Color Selected For You May Vary (895-905A)', 'quantity': 6, 'weight': {'unit': 'pounds', 'value': 1.0999999990775504}, 'width': {'unit': 'IN', 'value': 8.699999991126}}}",7,00346.jpg,B013UJS35G
"{'B013UJS35G': {'asin': 'B013UJS35G', 'height': {'unit': 'IN', 'value': 7.099999992758}, 'length': {'unit': 'IN', 'value': 14.49999998521}, 'name': 'TaoTronics TT-AH002 30W Ultrasonic Humidifier with Cool Mist, Classic Dial Knob Control, 3.5L Large Capacity, Two 360 degree Rotatable Outlets', 'normalizedName': 'TaoTronics TT-AH002 30W Ultrasonic Humidifier with Cool Mist, Classic Dial Knob Control, 3.5L Large Capacity, Two 360 degree Rotatable Outlets', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.19999999647792}, 'width': {'unit': 'IN', 'value': 10.199999989596}}, 'B01BFKXGQS': {'asin': 'B01BFKXGQS', 'height': {'unit': 'IN', 'value': 0.299999999694}, 'length': {'unit': 'IN', 'value': 10.799999988984}, 'name': 'AT-A-GLANCE Academic Year Weekly / Monthly Planner / Appointment Book, July  2016 - June 2017, 8-1/2""x11"", Color Selected For You May Vary (895-905A)', 'normalizedName': 'AT-A-GLANCE Academic Year Weekly / Monthly Planner / Appointment Book, July  2016 - June 2017, 8-1/2""x11"", Color Selected For You May Vary (895-905A)', 'quantity': 5, 'weight': {'unit': 'pounds', 'value': 1.0999999990775504}, 'width': {'unit': 'IN', 'value': 8.699999991126}}}",6,00347.jpg,B013UJS35G
"{'B00D7K1KAY': {'asin': 'B00D7K1KAY', 'height': {'unit': 'IN', 'value': 3.599999996328}, 'length': {'unit': 'IN', 'value': 8.299999991534}, 'name': 'Natural Vitality Calm Cherry, 16 Ounce', 'normalizedName': 'Natural Vitality Calm Cherry, 16 Ounce', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.1999999989936914}, 'width': {'unit': 'IN', 'value': 3.599999996328}}, 'B01DKHJV1I': {'asin': 'B01DKHJV1I', 'height': {'unit': 'IN', 'value': 1.574803148}, 'length': {'unit': 'IN', 'value': 9.055118101}, 'name': ""Madhu's COLLECTION 1 Piece House of Kalon American Ale Organic Soap Bar, 6 oz/170g"", 'normalizedName': ""Madhu's COLLECTION 1 Piece House of Kalon American Ale Organic Soap Bar, 6 oz/170g"", 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.6172943336}, 'width': {'unit': 'IN', 'value': 6.692913379}}}",3,00365.jpg,B00D7K1KAY
"{'B00D7K1KAY': {'asin': 'B00D7K1KAY', 'height': {'unit': 'IN', 'value': 3.599999996328}, 'length': {'unit': 'IN', 'value': 8.299999991534}, 'name': 'Natural Vitality Calm Cherry, 16 Ounce', 'normalizedName': 'Natural Vitality Calm Cherry, 16 Ounce', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.1999999989936914}, 'width': {'unit': 'IN', 'value': 3.599999996328}}, 'B013HZPX3I': {'asin': 'B013HZPX3I', 'height': {'unit': 'IN', 'value': 2.8346456664}, 'length': {'unit': 'IN', 'value': 9.055118101}, 'name': 'TRITTON Kama 3.5 Stereo Headset for Xbox One and Mobile Devices', 'normalizedName': 'TRITTON Kama 3.5 Stereo Headset for Xbox One and Mobile Devices', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.9700240513738411}, 'width': {'unit': 'IN', 'value': 9.055118101}}, 'B01DKHJV1I': {'asin': 'B01DKHJV1I', 'height': {'unit': 'IN', 'value': 1.574803148}, 'length': {'unit': 'IN', 'value': 9.055118101}, 'name': ""Madhu's COLLECTION 1 Piece House of Kalon American Ale Organic Soap Bar, 6 oz/170g"", 'normalizedName': ""Madhu's COLLECTION 1 Piece House of Kalon American Ale Organic Soap Bar, 6 oz/170g"", 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.6172943336}, 'width': {'unit': 'IN', 'value': 6.692913379}}}",4,00366.jpg,B00D7K1KAY
"{'B00D7K1KAY': {'asin': 'B00D7K1KAY', 'height': {'unit': 'IN', 'value': 3.599999996328}, 'length': {'unit': 'IN', 'value': 8.299999991534}, 'name': 'Natural Vitality Calm Cherry, 16 Ounce', 'normalizedName': 'Natural Vitality Calm Cherry, 16 Ounce', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.1999999989936914}, 'width': {'unit': 'IN', 'value': 3.599999996328}}, 'B013HZPX3I': {'asin': 'B013HZPX3I', 'height': {'unit': 'IN', 'value': 2.8346456664}, 'length': {'unit': 'IN', 'value': 9.055118101}, 'name': 'TRITTON Kama 3.5 Stereo Headset for Xbox One and Mobile Devices', 'normalizedName': 'TRITTON Kama 3.5 Stereo Headset for Xbox One and Mobile Devices', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.9700240513738411}, 'width': {'unit': 'IN', 'value': 9.055118101}}}",2,00367.jpg,B00D7K1KAY
"{'B001KNE2F0': {'asin': 'B001KNE2F0', 'height': {'unit': 'IN', 'value': 1.699999998266}, 'length': {'unit': 'IN', 'value': 4.399999995512001}, 'name': 'Zeikos ZE-FLK72 72mm Multi-Coated 3 Piece Filter Kit (UV-CPL-FLD)', 'normalizedName': 'Zeikos ZE-FLK72 72mm Multi-Coated 3 Piece Filter Kit (UV-CPL-FLD)', 'quantity': 4, 'weight': {'unit': 'pounds', 'value': 0.35}, 'width': {'unit': 'IN', 'value': 4.099999995818}}, 'B00BRA2UQO': {'asin': 'B00BRA2UQO', 'height': {'unit': 'IN', 'value': 1.3999999985719997}, 'length': {'unit': 'IN', 'value': 7.599999992248}, 'name': 'Sexy Ladies/womens/girls Short Dark Brwon Color Bob Heat Resistant Hair Wig', 'normalizedName': 'Sexy Ladies/womens/girls Short Dark Brwon Color Bob Heat Resistant Hair Wig', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3499999997064932}, 'width': {'unit': 'IN', 'value': 5.399999994492}}, 'B00LP6CW5E': {'asin': 'B00LP6CW5E', 'height': {'unit': 'IN', 'value': 2.99999999694}, 'length': {'unit': 'IN', 'value': 6.699999993166}, 'name': 'Leelbox Q1 Android TV Box', 'normalizedName': 'Leelbox Q1 Android TV Box', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.1999999989936914}, 'width': {'unit': 'IN', 'value': 5.199999994696}}}",6,00376.jpg,B001KNE2F0
"{'B001KNE2F0': {'asin': 'B001KNE2F0', 'height': {'unit': 'IN', 'value': 1.699999998266}, 'length': {'unit': 'IN', 'value': 4.399999995512001}, 'name': 'Zeikos ZE-FLK72 72mm Multi-Coated 3 Piece Filter Kit (UV-CPL-FLD)', 'normalizedName': 'Zeikos ZE-FLK72 72mm Multi-Coated 3 Piece Filter Kit (UV-CPL-FLD)', 'quantity': 4, 'weight': {'unit': 'pounds', 'value': 0.35}, 'width': {'unit': 'IN', 'value': 4.099999995818}}, 'B00BRA2UQO': {'asin': 'B00BRA2UQO', 'height': {'unit': 'IN', 'value': 1.3999999985719997}, 'length': {'unit': 'IN', 'value': 7.599999992248}, 'name': 'Sexy Ladies/womens/girls Short Dark Brwon Color Bob Heat Resistant Hair Wig', 'normalizedName': 'Sexy Ladies/womens/girls Short Dark Brwon Color Bob Heat Resistant Hair Wig', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3499999997064932}, 'width': {'unit': 'IN', 'value': 5.399999994492}}}",5,00377.jpg,B001KNE2F0
"{'0762445890': {'asin': '0762445890', 'height': {'unit': 'IN', 'value': 1.0999999988780003}, 'length': {'unit': 'IN', 'value': 8.99999999082}, 'name': 'Eat More of What You Love: Over 200 Brand-New Recipes Low in Sugar, Fat, and Calories', 'normalizedName': 'Eat More of What You Love: Over 200 Brand-New Recipes Low in Sugar, Fat, and Calories', 'quantity': 7, 'weight': {'unit': 'pounds', 'value': 2.28}, 'width': {'unit': 'IN', 'value': 7.699999992146}}, 'B00KKV3YSE': {'asin': 'B00KKV3YSE', 'height': {'unit': 'IN', 'value': 1.3999999985719997}, 'length': {'unit': 'IN', 'value': 11.399999988372}, 'name': 'Perler Fun Fusion Fuse Bead Activity Kit, Monster Party', 'normalizedName': 'Perler Fun Fusion Fuse Bead Activity Kit, Monster Party', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.55}, 'width': {'unit': 'IN', 'value': 7.799999992044}}}",8,00379.jpg,0762445890
"{'0762445890': {'asin': '0762445890', 'height': {'unit': 'IN', 'value': 1.0999999988780003}, 'length': {'unit': 'IN', 'value': 8.99999999082}, 'name': 'Eat More of What You Love: Over 200 Brand-New Recipes Low in Sugar, Fat, and Calories', 'normalizedName': 'Eat More of What You Love: Over 200 Brand-New Recipes Low in Sugar, Fat, and Calories', 'quantity': 7, 'weight': {'unit': 'pounds', 'value': 2.28}, 'width': {'unit': 'IN', 'value': 7.699999992146}}}",7,00380.jpg,0762445890
