BIN_FCSKU_DATA,EXPECTED_QUANTITY,filename
"{'B000W43GZA': {'asin': 'B000W43GZA', 'height': {'unit': 'IN', 'value': 3.599999996328}, 'length': {'unit': 'IN', 'value': 14.49999998521}, 'name': 'Classic Accessories 70952 Veranda Patio Rocking Chair Cover, Medium', 'normalizedName': 'Classic Accessories 70952 Veranda Patio Rocking Chair Cover, Medium', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 3.9}, 'width': {'unit': 'IN', 'value': 9.099999990718}}}",2,00115.jpg
"{'B00S5O9LDA': {'asin': 'B00S5O9LDA', 'height': {'unit': 'IN', 'value': 2.749999997195}, 'length': {'unit': 'IN', 'value': 10.249999989545}, 'name': 'Nintendo Wii Racing Wheel,2-Pack (color: white)', 'normalizedName': '2-Pack Nintendo Wii Racing Wheel, (color: white)', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.6999999999999998}, 'width': {'unit': 'IN', 'value': 9.49999999031}}, 'B00VPTWZAI': {'asin': 'B00VPTWZAI', 'height': {'unit': 'IN', 'value': 4.699999995206}, 'length': {'unit': 'IN', 'value': 9.299999990514001}, 'name': 'Disney Frozen Train Case', 'normalizedName': 'Disney Frozen Train Case', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3499999999999999}, 'width': {'unit': 'IN', 'value': 6.899999992962}}}",3,00116.jpg
"{'B004Q0PN0W': {'asin': 'B004Q0PN0W', 'height': {'unit': 'IN', 'value': 0.599999999388}, 'length': {'unit': 'IN', 'value': 14.599999985108}, 'name': 'MTD Genuine Parts 21"" Drive Belt for Walk-Behind Mowers & Snow Throwers (fits 2010 & after)', 'normalizedName': 'MTD Genuine Parts 21"" Drive Belt for Walk-Behind Mowers & Snow Throwers (fits 2010 & after)', 'quantity': 4, 'weight': {'unit': 'pounds', 'value': 0.022046001186074866}, 'width': {'unit': 'IN', 'value': 4.399999995512001}}, 'B01E670AOS': {'asin': 'B01E670AOS', 'height': {'unit': 'IN', 'value': 4.9999999949}, 'length': {'unit': 'IN', 'value': 14.9999999847}, 'name': 'Ironwork Kitchen Paper Towel Roll Holder Horse Charlie', 'normalizedName': 'Ironwork Kitchen Paper Towel Roll Holder Horse Charlie', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.9999999983228187}, 'width': {'unit': 'IN', 'value': 4.9999999949}}}",5,00117.jpg
"{'B004Q0PN0W': {'asin': 'B004Q0PN0W', 'height': {'unit': 'IN', 'value': 0.599999999388}, 'length': {'unit': 'IN', 'value': 14.599999985108}, 'name': 'MTD Genuine Parts 21"" Drive Belt for Walk-Behind Mowers & Snow Throwers (fits 2010 & after)', 'normalizedName': 'MTD Genuine Parts 21"" Drive Belt for Walk-Behind Mowers & Snow Throwers (fits 2010 & after)', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 0.022046001186074866}, 'width': {'unit': 'IN', 'value': 4.399999995512001}}, 'B01E670AOS': {'asin': 'B01E670AOS', 'height': {'unit': 'IN', 'value': 4.9999999949}, 'length': {'unit': 'IN', 'value': 14.9999999847}, 'name': 'Ironwork Kitchen Paper Towel Roll Holder Horse Charlie', 'normalizedName': 'Ironwork Kitchen Paper Towel Roll Holder Horse Charlie', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.9999999983228187}, 'width': {'unit': 'IN', 'value': 4.9999999949}}}",4,00118.jpg
"{'B004Q0PN0W': {'asin': 'B004Q0PN0W', 'height': {'unit': 'IN', 'value': 0.599999999388}, 'length': {'unit': 'IN', 'value': 14.599999985108}, 'name': 'MTD Genuine Parts 21"" Drive Belt for Walk-Behind Mowers & Snow Throwers (fits 2010 & after)', 'normalizedName': 'MTD Genuine Parts 21"" Drive Belt for Walk-Behind Mowers & Snow Throwers (fits 2010 & after)', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 0.022046001186074866}, 'width': {'unit': 'IN', 'value': 4.399999995512001}}, 'B00NJ008MI': {'asin': 'B00NJ008MI', 'height': {'unit': 'IN', 'value': 1.799999998164}, 'length': {'unit': 'IN', 'value': 12.399999987352}, 'name': 'FRAM CA11500 Rigid Panel Air Filter', 'normalizedName': 'FRAM CA11500 Rigid Panel Air Filter', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.75}, 'width': {'unit': 'IN', 'value': 10.699999989085999}}, 'B01E670AOS': {'asin': 'B01E670AOS', 'height': {'unit': 'IN', 'value': 4.9999999949}, 'length': {'unit': 'IN', 'value': 14.9999999847}, 'name': 'Ironwork Kitchen Paper Towel Roll Holder Horse Charlie', 'normalizedName': 'Ironwork Kitchen Paper Towel Roll Holder Horse Charlie', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.9999999983228187}, 'width': {'unit': 'IN', 'value': 4.9999999949}}}",6,00119.jpg
"{'B000JHQ3NC': {'asin': 'B000JHQ3NC', 'height': {'unit': 'IN', 'value': 1.699999998266}, 'length': {'unit': 'IN', 'value': 15.199999984496}, 'name': 'Pirate Pennant Banner (48 Pack) 1-ft. X 18"" Plastic Pennants. 100 Ft', 'normalizedName': '(48 Pack) Pirate Pennant Banner 1-ft. X 18"" Plastic Pennants. 100 Ft', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.10000000000000002}, 'width': {'unit': 'IN', 'value': 4.9999999949}}, 'B00IVGPMK8': {'asin': 'B00IVGPMK8', 'height': {'unit': 'IN', 'value': 1.299999998674}, 'length': {'unit': 'IN', 'value': 12.599999987148}, 'name': '20"" 7pcs Straight Remy Clip in Real Human Hair Extensions (20inch 70gr, Color #2 Dark Brown)', 'normalizedName': '20"" 7pcs Straight Remy Clip in Real Human Hair Extensions (20inch 70gr, Color #2 Dark Brown)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.55}, 'width': {'unit': 'IN', 'value': 4.49999999541}}, 'B00MX3T1H0': {'asin': 'B00MX3T1H0', 'height': {'unit': 'IN', 'value': 7.299999992554}, 'length': {'unit': 'IN', 'value': 13.99999998572}, 'name': 'Giro Synthe Helmet, Matte Titanium/Silver, Medium', 'normalizedName': 'Giro Synthe Helmet, Matte Titanium/Silver, Medium', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.4204152783878228}, 'width': {'unit': 'IN', 'value': 9.399999990412}}, 'B01AT2HDTO': {'asin': 'B01AT2HDTO', 'height': {'unit': 'IN', 'value': 1.0999999988780003}, 'length': {'unit': 'IN', 'value': 13.99999998572}, 'name': ""Eden Art 10''x14'' Modern Starfishes Shell Conches on the White Beach Seascape Pictures Photo Prints on Canvas Paintings Home Decor Walls Artwork, High Giclle Stretched and Framed Wall Picture"", 'normalizedName': ""Eden Art 10''x14'' Modern Starfishes Shell Conches on the White Beach Seascape Pictures Photo Prints on Canvas Paintings Home Decor Walls Artwork, High Giclle Stretched and Framed Wall Picture"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.7999999993291276}, 'width': {'unit': 'IN', 'value': 10.099999989698}}}",4,00120.jpg
"{'B00IVGPMK8': {'asin': 'B00IVGPMK8', 'height': {'unit': 'IN', 'value': 1.299999998674}, 'length': {'unit': 'IN', 'value': 12.599999987148}, 'name': '20"" 7pcs Straight Remy Clip in Real Human Hair Extensions (20inch 70gr, Color #2 Dark Brown)', 'normalizedName': '20"" 7pcs Straight Remy Clip in Real Human Hair Extensions (20inch 70gr, Color #2 Dark Brown)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.55}, 'width': {'unit': 'IN', 'value': 4.49999999541}}, 'B00MX3T1H0': {'asin': 'B00MX3T1H0', 'height': {'unit': 'IN', 'value': 7.299999992554}, 'length': {'unit': 'IN', 'value': 13.99999998572}, 'name': 'Giro Synthe Helmet, Matte Titanium/Silver, Medium', 'normalizedName': 'Giro Synthe Helmet, Matte Titanium/Silver, Medium', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.4204152783878228}, 'width': {'unit': 'IN', 'value': 9.399999990412}}, 'B01AT2HDTO': {'asin': 'B01AT2HDTO', 'height': {'unit': 'IN', 'value': 1.0999999988780003}, 'length': {'unit': 'IN', 'value': 13.99999998572}, 'name': ""Eden Art 10''x14'' Modern Starfishes Shell Conches on the White Beach Seascape Pictures Photo Prints on Canvas Paintings Home Decor Walls Artwork, High Giclle Stretched and Framed Wall Picture"", 'normalizedName': ""Eden Art 10''x14'' Modern Starfishes Shell Conches on the White Beach Seascape Pictures Photo Prints on Canvas Paintings Home Decor Walls Artwork, High Giclle Stretched and Framed Wall Picture"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.7999999993291276}, 'width': {'unit': 'IN', 'value': 10.099999989698}}}",3,00121.jpg
"{'B0007Y5HIY': {'asin': 'B0007Y5HIY', 'height': {'unit': 'IN', 'value': 1.199999998776}, 'length': {'unit': 'IN', 'value': 4.099999995818}, 'name': 'MASSCOOL 80mm Cooling Fan FD08025S1M3/4', 'normalizedName': 'MASSCOOL 80mm Cooling Fan FD08025S1M3/4', 'quantity': 7, 'weight': {'unit': 'pounds', 'value': 0.15}, 'width': {'unit': 'IN', 'value': 3.399999996532}}}",7,00122.jpg
"{'1402705417': {'asin': '1402705417', 'height': {'unit': 'IN', 'value': 0.299999999694}, 'length': {'unit': 'IN', 'value': 8.099999991737999}, 'name': 'Challenging Logic Puzzles (Mensa®)', 'normalizedName': 'Challenging Logic Puzzles (Mensa®)', 'quantity': 15, 'weight': {'unit': 'pounds', 'value': 0.25}, 'width': {'unit': 'IN', 'value': 5.299999994594}}, 'B00JLMNITS': {'asin': 'B00JLMNITS', 'height': {'unit': 'IN', 'value': 3.299999996634}, 'length': {'unit': 'IN', 'value': 4.199999995716}, 'name': '2014 Panini FIFA World Cup Brazil Factory Sealed HUGE 50 Pack Sticker Box with 350 Brand New MINT World Cup Stickers!', 'normalizedName': '50 Pack 2014 Panini FIFA World Cup Brazil Factory Sealed HUGE Sticker Box with 350 Brand New MINT World Cup Stickers!', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.6}, 'width': {'unit': 'IN', 'value': 4.199999995716}}}",16,00123.jpg
"{'1402705417': {'asin': '1402705417', 'height': {'unit': 'IN', 'value': 0.299999999694}, 'length': {'unit': 'IN', 'value': 8.099999991737999}, 'name': 'Challenging Logic Puzzles (Mensa®)', 'normalizedName': 'Challenging Logic Puzzles (Mensa®)', 'quantity': 14, 'weight': {'unit': 'pounds', 'value': 0.25}, 'width': {'unit': 'IN', 'value': 5.299999994594}}, 'B00JLMNITS': {'asin': 'B00JLMNITS', 'height': {'unit': 'IN', 'value': 3.299999996634}, 'length': {'unit': 'IN', 'value': 4.199999995716}, 'name': '2014 Panini FIFA World Cup Brazil Factory Sealed HUGE 50 Pack Sticker Box with 350 Brand New MINT World Cup Stickers!', 'normalizedName': '50 Pack 2014 Panini FIFA World Cup Brazil Factory Sealed HUGE Sticker Box with 350 Brand New MINT World Cup Stickers!', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.6}, 'width': {'unit': 'IN', 'value': 4.199999995716}}}",15,00124.jpg
"{'B000CIQY1E': {'asin': 'B000CIQY1E', 'height': {'unit': 'IN', 'value': 1.49999999847}, 'length': {'unit': 'IN', 'value': 3.49999999643}, 'name': 'Dorman 090-033 AutoGrade Oil Drain Plug - Pack of 5', 'normalizedName': 'Pack of 5 Dorman 090-033 AutoGrade Oil Drain Plug -', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.4}, 'width': {'unit': 'IN', 'value': 2.599999997348}}, 'B00ARALJSU': {'asin': 'B00ARALJSU', 'height': {'unit': 'IN', 'value': 3.599999996328}, 'length': {'unit': 'IN', 'value': 3.599999996328}, 'name': 'LCD Digital Wrist Blood Pressure Monitor Heart Beat Meter 60 Memory', 'normalizedName': 'LCD Digital Wrist Blood Pressure Monitor Heart Beat Meter 60 Memory', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.022046001186074866}, 'width': {'unit': 'IN', 'value': 3.599999996328}}, 'B00KJLT4P2': {'asin': 'B00KJLT4P2', 'height': {'unit': 'IN', 'value': 0.99999999898}, 'length': {'unit': 'IN', 'value': 4.9999999949}, 'name': ""The Professional's Choice Pistol/Rifle Cotton Knit 1-Inch Square Gun Cleaning Patches (200-Pack), .22/.223-Calibre/5.56mm"", 'normalizedName': ""(200-Pack) The Professional's Choice Pistol/Rifle Cotton Knit 1-Inch Square Gun Cleaning Patches , .22/.223-Calibre/5.56mm"", 'quantity': 4, 'weight': {'unit': 'pounds', 'value': 0.04409200237214973}, 'width': {'unit': 'IN', 'value': 3.99999999592}}, 'B00TL8YUUS': {'asin': 'B00TL8YUUS', 'height': {'unit': 'IN', 'value': 1.899999998062}, 'length': {'unit': 'IN', 'value': 5.99999999388}, 'name': 'Eyekepper Titanium Rimless Reading Glasses Readers Women Blue +2.25', 'normalizedName': 'Eyekepper Titanium Rimless Reading Glasses Readers Women Blue +2.25', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.05000000000000001}, 'width': {'unit': 'IN', 'value': 2.1999999977560005}}}",7,00125.jpg
"{'B000CIQY1E': {'asin': 'B000CIQY1E', 'height': {'unit': 'IN', 'value': 1.49999999847}, 'length': {'unit': 'IN', 'value': 3.49999999643}, 'name': 'Dorman 090-033 AutoGrade Oil Drain Plug - Pack of 5', 'normalizedName': 'Pack of 5 Dorman 090-033 AutoGrade Oil Drain Plug -', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.4}, 'width': {'unit': 'IN', 'value': 2.599999997348}}, 'B00ARALJSU': {'asin': 'B00ARALJSU', 'height': {'unit': 'IN', 'value': 3.599999996328}, 'length': {'unit': 'IN', 'value': 3.599999996328}, 'name': 'LCD Digital Wrist Blood Pressure Monitor Heart Beat Meter 60 Memory', 'normalizedName': 'LCD Digital Wrist Blood Pressure Monitor Heart Beat Meter 60 Memory', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.022046001186074866}, 'width': {'unit': 'IN', 'value': 3.599999996328}}, 'B00KJLT4P2': {'asin': 'B00KJLT4P2', 'height': {'unit': 'IN', 'value': 0.99999999898}, 'length': {'unit': 'IN', 'value': 4.9999999949}, 'name': ""The Professional's Choice Pistol/Rifle Cotton Knit 1-Inch Square Gun Cleaning Patches (200-Pack), .22/.223-Calibre/5.56mm"", 'normalizedName': ""(200-Pack) The Professional's Choice Pistol/Rifle Cotton Knit 1-Inch Square Gun Cleaning Patches , .22/.223-Calibre/5.56mm"", 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 0.04409200237214973}, 'width': {'unit': 'IN', 'value': 3.99999999592}}, 'B00TL8YUUS': {'asin': 'B00TL8YUUS', 'height': {'unit': 'IN', 'value': 1.899999998062}, 'length': {'unit': 'IN', 'value': 5.99999999388}, 'name': 'Eyekepper Titanium Rimless Reading Glasses Readers Women Blue +2.25', 'normalizedName': 'Eyekepper Titanium Rimless Reading Glasses Readers Women Blue +2.25', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.05000000000000001}, 'width': {'unit': 'IN', 'value': 2.1999999977560005}}}",6,00126.jpg
"{'B00LL56RNC': {'asin': 'B00LL56RNC', 'height': {'unit': 'IN', 'value': 1.299999998674}, 'length': {'unit': 'IN', 'value': 6.699999993166}, 'name': 'Entertaining with Caspari 12240L Deyrolle Butterflies Napkin Luncheon, Ivory, 20-Pack', 'normalizedName': '20-Pack Entertaining with Caspari 12240L Deyrolle Butterflies Napkin Luncheon, Ivory,', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.022046001186074866}, 'width': {'unit': 'IN', 'value': 6.49999999337}}, 'B015QZMWR2': {'asin': 'B015QZMWR2', 'height': {'unit': 'IN', 'value': 1.968503935}, 'length': {'unit': 'IN', 'value': 10.629921249}, 'name': 'WWE Basic Figure, Hideo Itami', 'normalizedName': 'WWE Basic Figure, Hideo Itami', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3086440163462221}, 'width': {'unit': 'IN', 'value': 5.905511805}}, 'B01A0BBF8O': {'asin': 'B01A0BBF8O', 'height': {'unit': 'IN', 'value': 3.899999996022}, 'length': {'unit': 'IN', 'value': 8.799999991024002}, 'name': 'Premium 7 Piece Portion Control Container Kit with Free Protein Shaker', 'normalizedName': 'Premium 7 Piece Portion Control Container Kit with Free Protein Shaker', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.6499999994549162}, 'width': {'unit': 'IN', 'value': 7.099999992758}}}",3,00127.jpg
"{'B00LL56RNC': {'asin': 'B00LL56RNC', 'height': {'unit': 'IN', 'value': 1.299999998674}, 'length': {'unit': 'IN', 'value': 6.699999993166}, 'name': 'Entertaining with Caspari 12240L Deyrolle Butterflies Napkin Luncheon, Ivory, 20-Pack', 'normalizedName': '20-Pack Entertaining with Caspari 12240L Deyrolle Butterflies Napkin Luncheon, Ivory,', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.022046001186074866}, 'width': {'unit': 'IN', 'value': 6.49999999337}}, 'B015QZMWR2': {'asin': 'B015QZMWR2', 'height': {'unit': 'IN', 'value': 1.968503935}, 'length': {'unit': 'IN', 'value': 10.629921249}, 'name': 'WWE Basic Figure, Hideo Itami', 'normalizedName': 'WWE Basic Figure, Hideo Itami', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3086440163462221}, 'width': {'unit': 'IN', 'value': 5.905511805}}, 'B01A0BBF8O': {'asin': 'B01A0BBF8O', 'height': {'unit': 'IN', 'value': 3.899999996022}, 'length': {'unit': 'IN', 'value': 8.799999991024002}, 'name': 'Premium 7 Piece Portion Control Container Kit with Free Protein Shaker', 'normalizedName': 'Premium 7 Piece Portion Control Container Kit with Free Protein Shaker', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.6499999994549162}, 'width': {'unit': 'IN', 'value': 7.099999992758}}, 'B01F3ZNI2S': {'asin': 'B01F3ZNI2S', 'height': {'unit': 'IN', 'value': 4.199999995716}, 'length': {'unit': 'IN', 'value': 10.599999989188}, 'name': 'Stainless Steel Tumbler 30 oz with BPA FREE Splash Proof Sliding Lid - Premium Quality Double Wall Vacuum Insulated Large Coffee Mug / Travel Mug Design for Hot & Cold Drinks + FREE Recipe eBook Gift', 'normalizedName': 'Stainless Steel Tumbler 30 oz with BPA FREE Splash Proof Sliding Lid - Premium Quality Double Wall Vacuum Insulated Large Coffee Mug / Travel Mug Design for Hot & Cold Drinks + FREE Recipe eBook Gift', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.6999999985743957}, 'width': {'unit': 'IN', 'value': 8.49999999133}}}",4,00128.jpg
"{'B000C9Q0D0': {'asin': 'B000C9Q0D0', 'height': {'unit': 'IN', 'value': 3.299999996634}, 'length': {'unit': 'IN', 'value': 4.199999995716}, 'name': 'ACDelco 45D0048 Professional Front Upper Suspension Ball Joint Assembly', 'normalizedName': 'ACDelco 45D0048 Professional Front Upper Suspension Ball Joint Assembly', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.4}, 'width': {'unit': 'IN', 'value': 3.6999999962260004}}, 'B00M93RZB8': {'asin': 'B00M93RZB8', 'height': {'unit': 'IN', 'value': 4.299999995614}, 'length': {'unit': 'IN', 'value': 9.599999990208}, 'name': 'E-beste® Handheld Mini Travel Garment Steamer;Textile and Fabric Steam Ironing Cleaner', 'normalizedName': 'E-beste® Handheld Mini Travel Garment Steamer;Textile and Fabric Steam Ironing Cleaner', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.3999999999999997}, 'width': {'unit': 'IN', 'value': 6.799999993064}}, 'B00P8WCHH4': {'asin': 'B00P8WCHH4', 'height': {'unit': 'IN', 'value': 0.99999999898}, 'length': {'unit': 'IN', 'value': 10.699999989085999}, 'name': ""Equinox Tailor's Scissors - Dressmaking, Upholstery Shears 10 inch - Chrome Handle Lightweight Strong Shears - High Quality Stainless Steel - Best for Cutting Fabric, Carpet, Dresses, Altering, Sewing, Tailoring and Raw Materials - 100% Satisfaction Guaranteed"", 'normalizedName': ""Equinox Tailor's Scissors - Dressmaking, Upholstery Shears 10 inch - Chrome Handle Lightweight Strong Shears - High Quality Stainless Steel - Best for Cutting Fabric, Carpet, Dresses, Altering, Sewing, Tailoring and Raw Materials - 100% Satisfaction Guaranteed"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.9}, 'width': {'unit': 'IN', 'value': 3.399999996532}}}",3,00129.jpg
"{'B004NQMCDK': {'asin': 'B004NQMCDK', 'height': {'unit': 'IN', 'value': 3.799999996124}, 'length': {'unit': 'IN', 'value': 17.299999982354}, 'name': 'Amplified HD Digital Outdoor HDTV Antenna with Motorized 360 Degree Rotation, UHF/VHF/FM Radio with Infrared Remote Control', 'normalizedName': 'Amplified HD Digital Outdoor HDTV Antenna with Motorized 360 Degree Rotation, UHF/VHF/FM Radio with Infrared Remote Control', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.939999995857363}, 'width': {'unit': 'IN', 'value': 13.699999986026}}, 'B006GJPD88': {'asin': 'B006GJPD88', 'height': {'unit': 'IN', 'value': 3.099999996838}, 'length': {'unit': 'IN', 'value': 15.799999983884002}, 'name': 'Rubicon Express RE1220 2.75"" x 9"" x 1/2"" U-Bolt Kit', 'normalizedName': 'Rubicon Express RE1220 2.75"" x 9"" x 1/2"" U-Bolt Kit', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.7999999959747655}, 'width': {'unit': 'IN', 'value': 5.49999999439}}}",2,00130.jpg
"{'B004NQMCDK': {'asin': 'B004NQMCDK', 'height': {'unit': 'IN', 'value': 3.799999996124}, 'length': {'unit': 'IN', 'value': 17.299999982354}, 'name': 'Amplified HD Digital Outdoor HDTV Antenna with Motorized 360 Degree Rotation, UHF/VHF/FM Radio with Infrared Remote Control', 'normalizedName': 'Amplified HD Digital Outdoor HDTV Antenna with Motorized 360 Degree Rotation, UHF/VHF/FM Radio with Infrared Remote Control', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.939999995857363}, 'width': {'unit': 'IN', 'value': 13.699999986026}}, 'B006GJPD88': {'asin': 'B006GJPD88', 'height': {'unit': 'IN', 'value': 3.099999996838}, 'length': {'unit': 'IN', 'value': 15.799999983884002}, 'name': 'Rubicon Express RE1220 2.75"" x 9"" x 1/2"" U-Bolt Kit', 'normalizedName': 'Rubicon Express RE1220 2.75"" x 9"" x 1/2"" U-Bolt Kit', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.7999999959747655}, 'width': {'unit': 'IN', 'value': 5.49999999439}}, 'B00DQ3OEIW': {'asin': 'B00DQ3OEIW', 'height': {'unit': 'IN', 'value': 7.699999992146}, 'length': {'unit': 'IN', 'value': 17.49999998215}, 'name': ""Rubie's Costume Women's Star Wars Darth Vader Woman's Deluxe Costume Jumpsuit, Multi, Medium"", 'normalizedName': ""Rubie's Costume Women's Star Wars Darth Vader Woman's Deluxe Costume Jumpsuit, Multi, Medium"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.6499999986163254}, 'width': {'unit': 'IN', 'value': 10.799999988984}}}",3,00131.jpg
"{'B00KVUGQMU': {'asin': 'B00KVUGQMU', 'height': {'unit': 'IN', 'value': 0.249999999745}, 'length': {'unit': 'IN', 'value': 4.599999995308}, 'name': 'Heartfelt Creations Arianna Blooms', 'normalizedName': 'Heartfelt Creations Arianna Blooms', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.15}, 'width': {'unit': 'IN', 'value': 1.899999998062}}, 'B00PI2CLPM': {'asin': 'B00PI2CLPM', 'height': {'unit': 'IN', 'value': 0.99999999898}, 'length': {'unit': 'IN', 'value': 4.099999995818}, 'name': 'Remington Smooth & Silky', 'normalizedName': 'Remington Smooth & Silky', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.09999999991614096}, 'width': {'unit': 'IN', 'value': 2.1999999977560005}}, 'B01DM3CKHM': {'asin': 'B01DM3CKHM', 'height': {'unit': 'IN', 'value': 0.49999999949}, 'length': {'unit': 'IN', 'value': 7.599999992248}, 'name': '40 Inch Jumbo Helium Foil Mylar Balloons Bouquet (Premium Quality), Matte Gold, Letters BABY', 'normalizedName': '40 Inch Jumbo Helium Foil Mylar Balloons Bouquet (Premium Quality), Matte Gold, Letters BABY', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3499999997064933}, 'width': {'unit': 'IN', 'value': 6.99999999286}}}",5,00132.jpg
"{'B00LFSM004': {'asin': 'B00LFSM004', 'height': {'unit': 'IN', 'value': 6.49999999337}, 'length': {'unit': 'IN', 'value': 12.799999986944}, 'name': 'ERB Safety Products 19637 Americana Full Brim Vent Mega Ratchet Hard Hat, Size: 6 1/2 - 8, Gray', 'normalizedName': 'ERB Safety Products 19637 Americana Full Brim Vent Mega Ratchet Hard Hat, Size: 6 1/2 - 8, Gray', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.15}, 'width': {'unit': 'IN', 'value': 10.799999988984}}, 'B00TM7BLFA': {'asin': 'B00TM7BLFA', 'height': {'unit': 'IN', 'value': 7.399999992452001}, 'length': {'unit': 'IN', 'value': 13.899999985822001}, 'name': 'Ready 2 Fish Tackle Box - 2 Tray', 'normalizedName': 'Ready 2 Fish Tackle Box - 2 Tray', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 2.55}, 'width': {'unit': 'IN', 'value': 7.599999992248}}, 'B00YWYI106': {'asin': 'B00YWYI106', 'height': {'unit': 'IN', 'value': 3.99999999592}, 'length': {'unit': 'IN', 'value': 14.699999985006}, 'name': 'INNOCESSORIES® Deluxe Pets Anti-slip Water Resistant Microfiber Suede Chair Loveseat Sofa Furniture Protector Slipcover (Chair, Tan)', 'normalizedName': 'INNOCESSORIES® Deluxe Pets Anti-slip Water Resistant Microfiber Suede Chair Loveseat Sofa Furniture Protector Slipcover (Chair, Tan)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.2499999989517618}, 'width': {'unit': 'IN', 'value': 9.099999990718}}}",4,00133.jpg
"{'B000KHZ044': {'asin': 'B000KHZ044', 'height': {'unit': 'IN', 'value': 6.0629921198}, 'length': {'unit': 'IN', 'value': 16.0629921096}, 'name': 'Intex Floating Recliner Inflatable Lounge, 71"" X 53""', 'normalizedName': 'Intex Floating Recliner Inflatable Lounge, 71"" X 53""', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 6.9225150268}, 'width': {'unit': 'IN', 'value': 12.6771653414}}, 'B00LFSM004': {'asin': 'B00LFSM004', 'height': {'unit': 'IN', 'value': 6.49999999337}, 'length': {'unit': 'IN', 'value': 12.799999986944}, 'name': 'ERB Safety Products 19637 Americana Full Brim Vent Mega Ratchet Hard Hat, Size: 6 1/2 - 8, Gray', 'normalizedName': 'ERB Safety Products 19637 Americana Full Brim Vent Mega Ratchet Hard Hat, Size: 6 1/2 - 8, Gray', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.15}, 'width': {'unit': 'IN', 'value': 10.799999988984}}, 'B00YWYI106': {'asin': 'B00YWYI106', 'height': {'unit': 'IN', 'value': 3.99999999592}, 'length': {'unit': 'IN', 'value': 14.699999985006}, 'name': 'INNOCESSORIES® Deluxe Pets Anti-slip Water Resistant Microfiber Suede Chair Loveseat Sofa Furniture Protector Slipcover (Chair, Tan)', 'normalizedName': 'INNOCESSORIES® Deluxe Pets Anti-slip Water Resistant Microfiber Suede Chair Loveseat Sofa Furniture Protector Slipcover (Chair, Tan)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.2499999989517618}, 'width': {'unit': 'IN', 'value': 9.099999990718}}}",3,00134.jpg
